Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Age group (product.metafields.shopify.age-group),Canopy material (product.metafields.shopify.canopy-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hafaloha-shorts-mens,Hafaloha Shorts Mens,"<ul>
<li>
<em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>CLOSE OUT SALE - Original Price $40 - $48</strong></em><meta charset=""utf-8"">
</li>
</ul>
<ul>
<li>Material : 4 Way Stretch </li>
<li>Sizes : XS-5XL</li>
<li>Colors : Sage Green And Black </li>
</ul>
<p><meta charset=""utf-8""><em>Disclaimer</em> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.<img alt="""" src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464""><br><meta charset=""utf-8""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Shorts,Shorts,"Adult, Black, closeout-sale, Green, Guam, hafaloha, Hawaii, Men",true,Color,Black,,Size,XS,,,,,01-BTMSHRTS-HA-MN-BLK-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085479,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,active
hafaloha-shorts-mens,,,,,,,,,Black,,,S,,,,,01-BTMSHRTS-HA-MN-BLK-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085486,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,M,,,,,01-BTMSHRTS-HA-MN-BLK-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085493,https://cdn.shopify.com/s/files/1/0559/9889/files/4WayStretch-BlackandGreen_socialmedia_-05.jpg?v=1731911406,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,L,,,,,01-BTMSHRTS-HA-MN-BLK-L,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,XL,,,,,01-BTMSHRTS-HA-MN-BLK-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,2XL,,,,,01-BTMSHRTS-HA-MN-BLK-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,3XL,,,,,01-BTMSHRTS-HA-MN-BLK-3XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,4XL,,,,,01-BTMSHRTS-HA-MN-BLK-4XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Black,,,5XL,,,,,01-BTMSHRTS-HA-MN-BLK-5XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_men.jpg?v=1731911393,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,XS,,,,,01-BTMSHRTS-HA-MN-GRN-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,S,,,,,01-BTMSHRTS-HA-MN-GRN-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,M,,,,,01-BTMSHRTS-HA-MN-GRN-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,L,,,,,01-BTMSHRTS-HA-MN-GRN-L,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,XL,,,,,01-BTMSHRTS-HA-MN-GRN-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,2XL,,,,,01-BTMSHRTS-HA-MN-GRN-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,3XL,,,,,01-BTMSHRTS-HA-MN-GRN-3XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,4XL,,,,,01-BTMSHRTS-HA-MN-GRN-4XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-mens,,,,,,,,,Sage Green,,,5XL,,,,,01-BTMSHRTS-HA-MN-GRN-5XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_men.jpg?v=1731911398,oz,,10.50,
hafaloha-shorts-ladies,Hafaloha Shorts ladies,"<ul>
<li>
<em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>CLOSE OUT SALE - Original Price $40 - $42</strong></em><meta charset=""utf-8"">
</li>
</ul>
<ul>
<li>Material : 4 Way Stretch </li>
<li>Sizes : XS-5XL</li>
<li>Colors : Sage Green and Black</li>
</ul>
<p><em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Disclaimer</em><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.</span></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Shorts,Shorts,"Adult, Black, closeout-sale, Guam, hafaloha, Hawaii, Ladies, Sage Green",true,Color,Black,,Size,XS,,,,,01-BTMSHRTS-HA-WM-BLK-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085660,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,female,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,active
hafaloha-shorts-ladies,,,,,,,,,Black,,,S,,,,,01-BTMSHRTS-HA-WM-BLK-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085677,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,M,,,,,01-BTMSHRTS-HA-WM-BLK-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085684,https://cdn.shopify.com/s/files/1/0559/9889/files/4WayStretch-BlackandGreen_socialmedia_-02.jpg?v=1731910815,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,L,,,,,01-BTMSHRTS-HA-WM-BLK-L,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,XL,,,,,01-BTMSHRTS-HA-WM-BLK-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,2XL,,,,,01-BTMSHRTS-HA-WM-BLK-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,3XL,,,,,01-BTMSHRTS-HA-WM-BLK-3X,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,4XL,,,,,01-BTMSHRTS-HA-WM-BLK-4XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Black,,,5XL,,,,,01-BTMSHRTS-HA-WM-BLK-5XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsBlack_women.jpg?v=1731910862,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,XS,,,,,01-BTMSHRTS-HA-WM-GRN-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,S,,,,,01-BTMSHRTS-HA-WM-GRN-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,M,,,,,01-BTMSHRTS-HA-WM-GRN-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,L,,,,,01-BTMSHRTS-HA-WM-GRN-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,XL,,,,,01-BTMSHRTS-HA-WM-GRN-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,2XL,,,,,01-BTMSHRTS-HA-WM-GRN-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,3XL,,,,,01-BTMSHRTS-HA-WM-GRN-3XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,4XL,,,,,01-BTMSHRTS-HA-WM-GRN-4XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
hafaloha-shorts-ladies,,,,,,,,,Sage Green,,,5XL,,,,,01-BTMSHRTS-HA-WM-GRN-5XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsGreen_women.jpg?v=1731910807,oz,,10.50,
fire-coral-shorts-men,Fire Coral Shorts Men,"<ul>
<li><em style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>CLOSE OUT SALE - Original Price $40 - $42</strong></em></li>
<li>Material : 4 Way Stretch</li>
<li>Sizes : XS-2XL</li>
</ul>
<p><meta charset=""utf-8""><em>Disclaimer</em> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.<img src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464"" alt=""""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Swimwear > Boardshorts,Shorts,"Adult, closeout-sale, fire coral, Guam, hafaloha, Hawaii, Men, Orange",true,Size,XS,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085370,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl,,male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,active
fire-coral-shorts-men,,,,,,,,,S,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,
fire-coral-shorts-men,,,,,,,,,M,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,
fire-coral-shorts-men,,,,,,,,,L,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-L,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,
fire-coral-shorts-men,,,,,,,,,XL,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,
fire-coral-shorts-men,,,,,,,,,2XL,,,,,,,,01-BTMSHRTS-FIRECL-MN-ORG-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_men.jpg?v=1731910556,oz,,10.50,
fire-coral-shorts-ladies,Fire Coral Shorts Ladies,"<ul>
<li style=""font-weight: bold; font-style: italic;""><em><strong>CLOSE OUT SALE - Original Price $40 - $42</strong></em></li>
<li>Material : 4 Way Stretch</li>
<li>Sizes : XS-2XL</li>
</ul>
<p><meta charset=""utf-8""><em>Disclaimer</em> : Shorts size charts may differ from actual sizing. Please measure yourself accurately-typically around the waist and hips-to find the most reliable size match.<img alt="""" src=""https://cdn.shopify.com/s/files/1/0559/9889/files/2b49af20-609e-4af1-a718-264360cd8e68.jpg?v=1731566464""></p>",Hafaloha Clothing,Apparel & Accessories > Clothing > Swimwear > Boardshorts,Shorts,"Adult, closeout-sale, fire coral, Guam, hafaloha, Hawaii, Ladies",true,Size,XS,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-XS,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085875,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl,,male,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,active
fire-coral-shorts-ladies,,,,,,,,,S,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-S,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,
fire-coral-shorts-ladies,,,,,,,,,M,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-M,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,
fire-coral-shorts-ladies,,,,,,,,,L,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-L,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,
fire-coral-shorts-ladies,,,,,,,,,XL,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,
fire-coral-shorts-ladies,,,,,,,,,2XL,,,,,,,,01-BTMSHRTS-FIRECL-WM-ORG-2XL,170.09713875,shopify,deny,manual,20.00,,true,false,,,,,'100000085929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/HAAthleticShortsFireCoral_women.jpg?v=1731913375,oz,,10.50,
koko-love-t-shirt-adult,Koko Love T-Shirt - Adult,"<ul>
<li>Material: 100% Cotton</li>
<li>Sizes: XS - 5XL</li>
</ul>",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Aloha, flower, Guam, Hafa Adai, hafaloha, Hawaii, Koko, Script",true,Size,XS,,,,,,,,01-TPTS-KOKO-MN-TAN-XS,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000087435,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,1,"",false,,,,,,,,,,,,,,adults,,,,,,,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,active
koko-love-t-shirt-adult,,,,,,,,,S,,,,,,,,01-TPTS-KOKO-MN-TAN-S,283.49523125,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086315,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Back.jpg?v=1734953848,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,M,,,,,,,,01-TPTS-KOKO-MN-TAN-M,311.844754375,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,L,,,,,,,,01-TPTS-KOKO-MN-TAN-L,340.1942775,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,XL,,,,,,,,01-TPTS-KOKO-MN-TAN-XL,368.543800625,shopify,deny,manual,35.00,0.00,true,false,,,,,'100000086346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,2XL,,,,,,,,01-TPTS-KOKO-MN-TAN-2XL,396.89332375,shopify,deny,manual,37.00,0.00,true,false,,,,,'100000086353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,3XL,,,,,,,,01-TPTS-KOKO-MN-TAN-3XL,425.242846875,shopify,deny,manual,39.00,0.00,true,false,,,,,'100000086360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,4XL,,,,,,,,01-TPTS-KOKO-MN-TAN-4XL,453.59237,shopify,deny,manual,41.00,0.00,true,false,,,,,'100000086377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
koko-love-t-shirt-adult,,,,,,,,,5XL,,,,,,,,01-TPTS-KOKO-MN-TAN-5XL,481.941893125,shopify,deny,manual,43.00,0.00,true,false,,,,,'100000086384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/KokoLove_Front.jpg?v=1734953848,oz,,16.84,
