Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Age group (product.metafields.shopify.age-group),Canopy material (product.metafields.shopify.canopy-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
authentic-bold-t-shirt-adult,,,,,,,,,L,,,TAN,,,,,01-TPTS-AUBOLD-TAN-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,L,,,MILGRN,,,,,01-TPTS-AUBOLD-MILGRN-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-MilitaryGreen-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,XL,,,BLK,,,,,01-TPTS-AUBOLD-BLK-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,XL,,,GRY,,,,,01-TPTS-AUBOLD-GRY-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,XL,,,TAN,,,,,01-TPTS-AUBOLD-TAN-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,XL,,,MILGRN,,,,,01-TPTS-AUBOLD-MILGRN-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-MilitaryGreen-BOLD.jpg?v=1702855527,oz,,7.50,
authentic-bold-t-shirt-adult,,,,,,,,,2XL,,,BLK,,,,,01-TPTS-AUBOLD-BLK-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-BOLD.jpg?v=1702855527,oz,,9.50,
authentic-bold-t-shirt-adult,,,,,,,,,2XL,,,GRY,,,,,01-TPTS-AUBOLD-GRY-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-BOLD.jpg?v=1702855527,oz,,9.50,
authentic-bold-t-shirt-adult,,,,,,,,,2XL,,,TAN,,,,,01-TPTS-AUBOLD-TAN-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-BOLD.jpg?v=1702855527,oz,,9.50,
authentic-bold-t-shirt-adult,,,,,,,,,2XL,,,MILGRN,,,,,01-TPTS-AUBOLD-MILGRN-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-MilitaryGreen-BOLD.jpg?v=1702855527,oz,,9.50,
authentic-bold-t-shirt-adult,,,,,,,,,3XL,,,BLK,,,,,01-TPTS-AUBOLD-BLK-MN-3XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-BOLD.jpg?v=1702855527,oz,,10.50,
authentic-bold-t-shirt-adult,,,,,,,,,3XL,,,TAN,,,,,01-TPTS-AUBOLD-TAN-MN-3XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-BOLD.jpg?v=1702855527,oz,,10.50,
authentic-bold-t-shirt-adult,,,,,,,,,3XL,,,MILGRN,,,,,01-TPTS-AUBOLD-MILGRN-MN-3XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-MilitaryGreen-BOLD.jpg?v=1702855527,oz,,10.50,
authentic-bold-t-shirt-adult,,,,,,,,,4XL,,,BLK,,,,,01-TPTS-AUBOLD-BLK-MN-4XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-BOLD.jpg?v=1702855527,oz,,11.50,
authentic-bold-t-shirt-adult,,,,,,,,,4XL,,,TAN,,,,,01-TPTS-AUBOLD-TAN-MN-4XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-BOLD.jpg?v=1702855527,oz,,11.50,
authentic-bold-t-shirt-adult,,,,,,,,,4XL,,,MILGRN,,,,,01-TPTS-AUBOLD-MILGRN-MN-4XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-MilitaryGreen-BOLD.jpg?v=1702855527,oz,,11.50,
essence-t-shirt-adult,Essence T-Shirt - Adult,"<ul>
<li>Material: 100% Cotton</li>
<li>Sizes: S - 2XL (<em>Unisex</em>)</li>
<li>Colors: Dark Gray &amp; Tan</li>
</ul>",Hafaloha,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Black, Guam, hafaloha, Hawaii, Script",true,Size,S,,Color,DRK GRY,,,,,01-TPTS-ESSENCE-DRKGRY-MN-S,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082294,https://cdn.shopify.com/s/files/1/0559/9889/files/HA_02.jpg?v=1702855746,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,oz,,7.50,active
essence-t-shirt-adult,,,,,,,,,S,,,TAN,,,,,01-TPTS-ESSENCE-TAN-MN-S,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082379,https://cdn.shopify.com/s/files/1/0559/9889/files/HA_01.jpg?v=1702855746,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,M,,,DRK GRY,,,,,01-TPTS-ESSENCE-DRKGRY-MN-M,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082300,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,M,,,TAN,,,,,01-TPTS-ESSENCE-TAN-MN-M,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082386,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,L,,,DRK GRY,,,,,01-TPTS-ESSENCE-DRKGRY-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,L,,,TAN,,,,,01-TPTS-ESSENCE-TAN-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,XL,,,DRK GRY,,,,,01-TPTS-ESSENCE-DRKGRY-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,XL,,,TAN,,,,,01-TPTS-ESSENCE-TAN-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,oz,,7.50,
essence-t-shirt-adult,,,,,,,,,2XL,,,DRK GRY,,,,,01-TPTS-ESSENCE-DRKGRY-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-DarkGrey-Essence.jpg?v=1702855738,oz,,9.50,
essence-t-shirt-adult,,,,,,,,,2XL,,,TAN,,,,,01-TPTS-ESSENCE-TAN-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Tan-Essence.jpg?v=1702855738,oz,,9.50,
pua-t-shirt-adult,Pua T-Shirt - Adult,"<ul>
<li>Material: 100% Cotton</li>
<li>Sizes: S - 4XL (<em>Unisex</em>)</li>
<li>Colors: Black &amp; Gray</li>
</ul>",Hafaloha,Apparel & Accessories > Clothing > Clothing Tops,T-Shirt,"Adult, Black, closeout-sale, Guam, hafaloha, Hawaii, Pua, Script",true,Size,S,,Color,BLACK,,,,,01-TPTS-PUA-BLK-MN-S,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082454,https://cdn.shopify.com/s/files/1/0559/9889/files/PUA_01.jpg?v=1702855910,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,13.00,active
pua-t-shirt-adult,,,,,,,,,S,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-S,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082539,https://cdn.shopify.com/s/files/1/0559/9889/files/PUA_02.jpg?v=1702855910,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,M,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-M,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082461,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,M,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-M,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082546,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,L,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,L,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-L,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,XL,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,XL,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,13.00,
pua-t-shirt-adult,,,,,,,,,2XL,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,15.00,
pua-t-shirt-adult,,,,,,,,,2XL,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-2XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,15.00,
pua-t-shirt-adult,,,,,,,,,3XL,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-3XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,16.00,
pua-t-shirt-adult,,,,,,,,,3XL,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-3XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,16.00,
pua-t-shirt-adult,,,,,,,,,4XL,,,BLACK,,,,,01-TPTS-PUA-BLK-MN-4XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-Black-PUA.jpg?v=1702855899,oz,,17.00,
pua-t-shirt-adult,,,,,,,,,4XL,,,GRAY,,,,,01-TPTS-PUA-GRY-MN-4XL,255.145708125,shopify,deny,manual,10.00,0.00,true,false,,,,,'100000082591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/Hafaloha_Plain_-LightGrey-PUA.jpg?v=1702855899,oz,,17.00,
fire-coral-button-up,Fire Coral Button Up,"<ul>
<li>
<meta http-equiv=""Content-Type"" content=""text/html;charset=UTF-8"">Material: Poly Spandex Satin</li>
<li>Sizes: S-5XL<br>
</li>
</ul>
<!---->",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Button Up,"button up, coral, Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPPL-FIRECL-MN-ORG-S,226.796185,shopify,deny,manual,55.00,,true,true,,,,,'100000084243,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,active
fire-coral-button-up,,,,,,,,,M,,,,,,,,01-TPPL-FIRECL-MN-ORG-M,255.145708125,shopify,deny,manual,55.00,,true,true,,,,,'100000084250,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Back.jpg?v=1739921197,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,L,,,,,,,,01-TPPL-FIRECL-MN-ORG-L,255.145708125,shopify,deny,manual,55.00,,true,true,,,,,'100000084267,https://cdn.shopify.com/s/files/1/0559/9889/files/ButtonUps1080x1080-05.jpg?v=1739921197,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,XL,,,,,,,,01-TPPL-FIRECL-MN-ORG-XL,283.49523125,shopify,deny,manual,55.00,,true,true,,,,,'100000084274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,2XL,,,,,,,,01-TPPL-FIRECL-MN-ORG-2XL,311.844754375,shopify,deny,manual,57.00,,true,true,,,,,'100000084281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,3XL,,,,,,,,01-TPPL-FIRECL-MN-ORG-3XL,340.1942775,shopify,deny,manual,59.00,,true,true,,,,,'100000084298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,4XL,,,,,,,,01-TPPL-FIRECL-MN-ORG-4XL,340.1942775,shopify,deny,manual,61.00,,true,true,,,,,'100000084304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
fire-coral-button-up,,,,,,,,,5XL,,,,,,,,01-TPPL-FIRECL-MN-ORG-5X,368.543800625,shopify,deny,manual,63.00,,true,true,,,,,'100000084311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/FireCoralButtonUp-Front.jpg?v=1739921197,oz,,19.50,
paisley-button-up,Paisley Button Up,"<ul>
<li>Material: Poly Spandex Satin</li>
<li>Sizes: S-5XL</li>
</ul>
<!---->",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Button Up,"Guam, hafaloha, Hawaii, paisley",true,Size,S,,,,,,,,01-TPPL-PAISLEY-MN-GRY-S,226.796185,shopify,deny,manual,55.00,,true,false,,,,,'100000084151,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,active
paisley-button-up,,,,,,,,,M,,,,,,,,01-TPPL-PAISLEY-MN-GRY-M,255.145708125,shopify,deny,manual,55.00,,true,false,,,,,'100000084168,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Back.jpg?v=1739921174,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,L,,,,,,,,01-TPPL-PAISLEY-MN-GRY-L,255.145708125,shopify,deny,manual,55.00,,true,false,,,,,'100000084175,https://cdn.shopify.com/s/files/1/0559/9889/files/ButtonUps1080x1080-01.jpg?v=1739921174,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,XL,,,,,,,,01-TPPL-PAISLEY-MN-GRY-XL,283.49523125,shopify,deny,manual,55.00,,true,false,,,,,'100000084182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,2XL,,,,,,,,01-TPPL-PAISLEY-MN-GRY-2XL,311.844754375,shopify,deny,manual,57.00,,true,false,,,,,'100000084199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,3XL,,,,,,,,01-TPPL-PAISLEY-MN-GRY-3XL,340.1942775,shopify,deny,manual,59.00,,true,false,,,,,'100000084205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,4XL,,,,,,,,01-TPPL-PAISLEY-MN-GRY-4XL,340.1942775,shopify,deny,manual,61.00,,true,false,,,,,'100000084212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
paisley-button-up,,,,,,,,,5XL,,,,,,,,01-TPPL-PAISLEY-MN-GRY-5XL,368.543800625,shopify,deny,manual,63.00,,true,false,,,,,'100000084229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/GreyPaisleyButtonUp-Front.jpg?v=1739921174,oz,,55.00,
blooming-button-up,Blooming Polo,"<ul>
<li>Material: Coolpass</li>
<li>Sizes: S-5XL</li>
</ul>
<!---->",Hafaloha Clothing,Apparel & Accessories > Clothing > Clothing Tops,Polo,"blooming, Floral, Guam, hafaloha, Hawaii",true,Size,S,,,,,,,,01-TPPL-BLOOM-MN-BLK-S,198.446661875,shopify,deny,manual,48.00,,true,false,,,,,'100000084519,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,1,"",false,,,,,,,,,,,,,,adults,,,,,,,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,short,unisex; female; male,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,active
blooming-button-up,,,,,,,,,M,,,,,,,,01-TPPL-BLOOM-MN-BLK-M,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084526,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-back.jpg?v=1739921162,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
blooming-button-up,,,,,,,,,L,,,,,,,,01-TPPL-BLOOM-MN-BLK-L,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084533,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo_closeup.jpg?v=1739921162,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
blooming-button-up,,,,,,,,,XL,,,,,,,,01-TPPL-BLOOM-MN-BLK-XL,226.796185,shopify,deny,manual,48.00,,true,false,,,,,'100000084540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
blooming-button-up,,,,,,,,,2XL,,,,,,,,01-TPPL-BLOOM-MN-BLK-2XL,255.145708125,shopify,deny,manual,50.00,,true,false,,,,,'100000084557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
blooming-button-up,,,,,,,,,3XL,,,,,,,,01-TPPL-BLOOM-MN-BLK-3XL,283.49523125,shopify,deny,manual,52.00,,true,false,,,,,'100000084564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/9889/files/BloomingPolo-front_1.jpg?v=1739921162,oz,,12.00,
